No,Academy Ruangguru,Name,Address,,Unique Name,First Name,End Name,Tutor,Latitude,Longitude,Geocoding Status
192,Brain Academy,Mamuju - Sultan Hasanuddin,"Jl. Sultan Hasanuddin, Kelurahan Binanga, Kecamatan Mamuju, Kabupaten Mamuju, Sulawesi Barat 91511",,BAC Sultan Hasanuddin,Mamuju,Sultan Hasanuddin,,-2.675473,118.8939217,SUCCESS
193,Brain Academy,Bandung - Bengawan,"Jl. Bengawan no.65, Kelurahan Cihapit, Kecamatan Bandung Wetan, Kota Bandung, Jawa Barat 40114",,BAC Bengawan,Bandung,Bengawan,"Ihsan Nur Iman Faris
Mochamad Edwin Iskandar
Syilva Adisty
Siti Aisyah",-6.909747899999999,107.6279286,SUCCESS
194,Brain Academy,Jepara - Pemuda,"Jl. Pemuda no.66, RT 02 / RW 05, Kelurahan Panggang, Kecamatan Jepara, Kabupaten Jepara, Jawa Tengah 59411",,BAC Pemuda,Jepara,Pemuda,,-6.596495099999999,110.6721153,SUCCESS
195,Brain Academy,Batu - Agus Salim,"Jl. KH Agus Salim 141 RT 05/RW 11, Kelurahan Temas, Kecamatan Batu, Kota Batu, Jawa Timur 65315",,BAC Agus Salim,Batu,Agus Salim,Rendy Kurniawan,-7.8825699,112.5296886,SUCCESS
196,Brain Academy,Cilacap - S. Parman,"Jl. S. Parman, Mayjend., RT 001/RW 03, Kelurahan Sidanegara, Kecamatan Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53212",,BAC S. Parman,Cilacap,S. Parman,,-7.7239034,109.0133774,SUCCESS
197,Brain Academy,Gunungkidul - KH Agus Salim,"Jl. KH Agus Salim no.12, Kelurahan Kepek, Kecamatan Wonosari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55813",,BAC KH Agus Salim,Gunungkidul,KH Agus Salim,,-7.963353799999999,110.5984321,SUCCESS
198,Brain Academy,Jambi - Bungo,"Jl. Diponegoro, Kelurahan Pasir Putih, Kecamatan Rimbo Tengah, Kabupaten Muara Bungo, Jambi 37215",,BAC Bungo,Jambi,Bungo,,-1.5033901,102.1186462,SUCCESS
199,Brain Academy,Makassar - Baruga,"Ruko Malino Blok C no.3, Jl. Bukit Baruga Raya, Kelurahan Antang, Kecamatan Manggala, Antang, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90234",,BAC Baruga,Makassar,Baruga,,-5.155509599999999,119.4875266,SUCCESS
200,Brain Academy,Semarang - Karangayu,"Jl. Jend. Sudirman 322 Ruko no. 2 RT 001/RW 002, Kelurahan Salaman Mloyo, Kecamatan Semarang Barat, Kota Semarang, Jawa Tengah 50149",,BAC Karangayu,Semarang,Karangayu,Satiul Komariah,-6.9832142,110.3907907,SUCCESS
201,Brain Academy,Jakarta Selatan - Veteran,"Jl. Pahlawan no.36, Rempoa, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten 15412",,BAC Veteran,Jakarta Selatan,Veteran,,-6.2966045,106.7583499,SUCCESS
202,Brain Academy,Jombang - Kapten Tendean,"Jl. Kapten Tendean RT 001/RW 006, Kelurahan Pulo Lor, Kecamatan Jombang, Kabupaten Jombang, Jawa Timur 61417",,BAC Kapten Tendean,Jombang,Kapten Tendean,,-7.5419024,112.2252476,SUCCESS
203,Brain Academy,Jakarta Utara - Pluit,"Komplek Puri Delta Mas Blok J no. 6, Jl. Bandengan Selatan no. 43, RT/RW 02/01, Kec. Penjaringan, Kel. Pejagalan, Jakarta Utara, 14450",,BAC Pluit,Jakarta Utara,Pluit,,-6.136832,106.8007811,SUCCESS
204,Brain Academy,Gresik - GKB,"Jl. Sumatra No.32, Setingi, gkb, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61121",,BAC GKB,Gresik,GKB,,-7.1569129,112.6169791,SUCCESS
205,Brain Academy,Tangerang Selatan - Bintaro,"Ruko Graha Marcella, Jl. Bintaro Utama 3A No.1, Pd. Karya, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15225",,BAC Bintaro,Tangerang Selatan,Bintaro,"Belinda Ambarsari Arya Putri
Kaylee Rudaina
Dian Marhamah",-6.2732765,106.7433324,SUCCESS
206,Brain Academy,Balige - Patuan Nagari,"Jl. Patuan Nagari, Sangkar Nihuta, Kec. Balige, Toba, Sumatera Utara 22313",,BAC Patuan Nagari,Balige,Patuan Nagari,,2.3301232,99.0553997,SUCCESS
207,Brain Academy,Tebing Tinggi - Sudirman,"Jl. Jend. Sudirman No. A 25 A 26 Kec. Rambutan, Kota Tebing Tinggi, Sumatera Utara",,BAC Sudirman,Tebing Tinggi,Sudirman,,3.3429252,99.1656907,SUCCESS
208,Brain Academy,Purbalingga - Letkol Isdiman,"Jl. Letkol Isdiman No.114D, Bancar, Kec. Purbalingga, Kabupaten Purbalingga, Jawa Tengah 53316",,BAC Letkol Isdiman,Purbalingga,Letkol Isdiman,,-7.3937326,109.372953,SUCCESS
209,Brain Academy,Solo - Serengan,"Jl. Moh. Yamin No.146, Panularan, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57154",,BAC Serengan,Solo,Serengan,,-7.5752216,110.8119367,SUCCESS
210,Brain Academy,Mojokerto - Airlangga,Jl. Airlangga No. 197 RT.002 RW.001 Kel.Kauman Kec. Mojosari 61382,,BAC Airlangga,Mojokerto,Airlangga,,-7.524797699999999,112.5564174,SUCCESS
211,Brain Academy,Jakarta Barat - Citra Garden City,"CitraGarden City 6, Blok H11A No. 11-12, RT.10/RW.5, Kel. Tegal Alur, Kec. Kalideres, Kota Jakarta Barat, DKI Jakarta, 11810",,BAC Citra Garden City,Jakarta Barat,Citra Garden City,"Hasna Safira
Maryo Khowijaya",-6.1251177,106.7112099,SUCCESS
212,Brain Academy,Nganjuk - Megantara,"Jl. Megantoro, no. 44A Ganungkidul, Kec. Nganjuk, Kabupaten Nganjuk, Jawa Timur",,BAC Megantara,Nganjuk,Megantara,,-7.605077499999998,111.9052214,SUCCESS
213,Brain Academy,Tangerang - Daan Mogot,"Jl. A. Damyati No. 12, RT.006/RW 003, Sukarasa, Kec. Tangerang, Banten, 15111",,BAC Daan Mogot,Tangerang,Daan Mogot,,-6.177908899999999,106.6337125,SUCCESS
214,Brain Academy,Kabanjahe - Jamin Ginting,"Jalan Veteran, Komplek Grand Melia, Blok C, Nomor 4-5, Kelurahan Kampung Dalam, Kecamatan Kabanjahe, Kabupaten Karo, Provinsi Sumatera Utara, 22113",,BAC Jamin Ginting,Kabanjahe,Jamin Ginting,,3.1045486,98.4962868,SUCCESS
215,Brain Academy,Probolinggo - Kraksaan,"Jl. Mayjen Sutoyo No. 8, RT.05/RW.02 Kel. Patokan, Kec. Kraksaan, Kab. Probolinggo, 67282",,BAC Kraksaan,Probolinggo,Kraksaan,,-7.762487999999999,113.417198,SUCCESS
216,Brain Academy,Ciamis - Samuji,"Jl. Letnan Samuji Komplek Ruko No.39-40, RT.03/RW.21, Kelurahan Ciburial, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat 46211",,BAC Samuji,Ciamis,Samuji,,-7.329422800000001,108.3592555,SUCCESS
217,Brain Academy,Tangerang - Balaraja,"Komplek Ruko Indah Mas No. 1, Jl. Raya Serang No.KM, RT02/RW02 Balaraja, Kec. Balaraja, Kabupaten Tangerang, Banten 15610",,BAC Balaraja,Tangerang,Balaraja,,-6.224222,106.548157,SUCCESS
218,Brain Academy,Grobogan - Purwodadi,"Jl Diponegoro 8-9, Mekarsari, Danyang, Kecematan Purwodadi, Kabupaten Grobogan, Jawa Tengah, 58111",,BAC Purwodadi,Grobogan,Purwodadi,,-7.099780200000001,110.9130154,SUCCESS
219,Brain Academy,Depok - Siliwangi,"Jalan.Siliwangi No,38 RT.002/010 Kelurahan.Depok Kecamatan.Pancoran Mas Kota Depok Jawa Barat 16431",,BAC Siliwangi,Depok,Depok Siliwangi,"Adzkia Kurnia Khairunnisa
Yulia Astanti",-6.399651599999999,106.8238569,SUCCESS
220,Brain Academy,Duri - Hangtuah,"Jl.Hangtuah No.1 Akasia Kel. Duri Barat, Kec. Mandau, Duri Riau 28784",,BAC Hangtuah,Duri,Hangtuah,,1.2710276,101.1875858,SUCCESS
221,Brain Academy,Bandung - Baleendah,"Jl. Raya Banjaran No.232 RT.001/RW.011, Kelurahan Andir, Kecamatan Baleendah , Kode Pos 40375",,BAC Baleendah,Bandung,Baleendah,,-7.006335099999999,107.6138609,SUCCESS
222,Brain Academy,Pontianak - Wahid Hasyim,"Jl. Kh. Wahid Hasyim Nomor 122, Kec. Pontianak Kota, Kota Pontianak, Kalimantan Barat",,BAC Wahid Hasyim,Pontianak,Wahid Hasyim,,-0.0204102,109.3262139,SUCCESS
223,Brain Academy,Sleman - Medari,"Jl. Magelang KM 14, Temulawak, Triharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55514",,BAC Medari,Sleman,Medari,,-7.6856595,110.3395472,SUCCESS
224,Brain Academy,Denpasar - Sesetan,Jl. Raya Sesetan No.701 Kelurahan Pedungan Kecamatan Denpasar Selatan Kota Denpasar 80223,,BAC Sesetan,Denpasar,Sesetan,,-8.710871899999999,115.2166465,SUCCESS
225,Brain Academy,Tuban - KH Mustain,Jl. KH Mustain No. 48 Kutorejo Kec. Tuban Kab. Tuban Jawa Timur 62311,,BAC KH Mustain,Tuban,KH Mustain,,-6.8986223,112.0636413,SUCCESS
226,Brain Academy,Lamongan - Veteran,"Jalan Veteran No 24, Banjarmendalan, Kecamatan Lamongan Kabupaten Lamongan, Jawa Timur, 62212",,BAC Veteran,Lamongan,Veteran,,-7.113735699999999,112.4231865,SUCCESS
227,Brain Academy,Purworejo - Tentara Pelajar,"Jl. Tentara Pelajar No.7, Sibung, Pangenjurutengah, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54114",,BAC Tentara Pelajar,Purworejo,Tentara Pelajar,,-7.720770300000001,109.9938411,SUCCESS
228,Brain Academy,Bireuen - Kota Juang,"Jl. Medan - Banda Aceh, Cot Gapu, Kec. Kota Juang, Kabupaten Bireuen, Aceh 24252",,BAC Kota Juang,Bireuen,Kota Juang,,5.2065459,96.7270238,SUCCESS
229,Brain Academy,Langsa - Ahmad Yani,Jl. Ahmad Yani Desa Paya Bujok Seuleumak Kecamatan Langsa Baro Kota Langsa Provinsi Aceh 24415,,BAC Ahmad Yani,Langsa,Ahmad Yani,,4.4920246,97.955408,SUCCESS
230,Brain Academy,Sabang - Teuku Umar,"Jl. Teuku Umar, Kel. Kuta Barat, Kec. Sukakarya, Prov Aceh 23512",,BAC Teuku Umar,Sabang,Teuku Umar,,5.8918838,95.3189667,SUCCESS
231,Brain Academy,Padang Sidempuan - Sudirman,"Jl. Sudirman No. 67, Wek II, Kec. Padangsidimpuan Utara, Kota Padangsidimpuan, Sumatera Utara 22711",,BAC Sudirman,Padang Sidempuan,Sudirman,,1.3813773,99.26770929999999,SUCCESS
232,Brain Academy,Sibolga - Sisingamangaraja,"Jl. Sisiimangaraja 91 Pancuran Gerobak, Sibolga Kota, Kota Sibolga, Sumatera Utara 22511",,BAC Sisingamangaraja,Sibolga,Sisingamangaraja,,1.7375086,98.7864546,SUCCESS
233,Brain Academy,Tarutung - DI Panjaitan,"Jl. Mayjend. D. I. Panjaitan, Hutatoruan VI, Kec. Tarutung, Kabupaten Tapanuli Utara, Sumatera Utara 22411",,BAC DI Panjaitan,Tarutung,DI Panjaitan,,2.0220005,98.9659647,SUCCESS
234,Brain Academy,Bengkulu - Curup,"Jl. MH Thamrin Air Rambai, RT 06 RW 02 Kel. Adirejo, Kec. Curup Kab. Rejang Lebong 39119",,BAC Curup,Bengkulu,Curup,,-3.4737146,102.5219675,SUCCESS
235,Brain Academy,Bengkulu - Manna,"Jl. Jenderal Ahmad Yani No.46 RT 06 Kel. Ibul Kec. Kota Manna, Kab. Bengkulu Selatan 38511",,BAC Manna,Bengkulu,Manna,,-4.460936,102.9184028,SUCCESS
236,Brain Academy,Jambi - Muara Bulian,"Jl. Gajah Mada RT07 RW 02 Kel. Rengas Condong, Kec. Muara Bulian Kab. Batang Hari 36613",,BAC Muara Bulian,Jambi,Muara Bulian,,-1.7033188,103.262695,SUCCESS
237,Brain Academy,Jambi - Sungai Penuh,"Jl. Yos Sudarso, Ps. Baru, Kec. Sungai Penuh, Kota Sungai Penuh, Jambi 37111",,BAC Sungai Penuh,Jambi,Sungai Penuh,,-2.0628746,101.4007526,SUCCESS
238,Brain Academy,Lahat - Lembayung,"Jln. M. Nuh Lembayung Kec. Lahat Kel. Bandar Jaya, Kabupaten Lahat, Sumatera Selatan 31414",,BAC Lembayung,Lahat,Lembayung,,-3.7829753,103.5642247,SUCCESS
239,Brain Academy,Lubuk Linggau - Taba Koji,"Jl. Yos Sudarso, Taba Koji, Kec. Lubuk Linggau Tim. I, Kota Lubuklinggau, Sumatera Selatan 31613",,BAC Taba Koji,Lubuk Linggau,Taba Koji,,-3.2889003,102.8752766,SUCCESS
240,Brain Academy,Muara Enim - Sudirman,"Jl. jendral Sudirman, No. 72, RT 02 RW02 Kel. Pasar III Kec. Muara Enim Kab. Muara Enim Sumatera Selatan 31313",,BAC Sudirman,Muara Enim,Sudirman,,-3.656385,103.7732639,SUCCESS
241,Brain Academy,Pangkal Pinang - Depati Hamza,"Jl. Depati Hamzah RT.04/RW.01, Semabung Baru, Kec. Grimaya, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33111",,BAC Depati Hamza,Pangkal Pinang,Depati Hamza,,-2.1347025,106.1198955,SUCCESS
242,Brain Academy,Bangkinang - Jenderal Sudirman,"Jalan Jenderal Sudirman RT 01 RW 07 Kelurahan Bangkinang, Kecamatan Bangkinang Kota, Kabupaten Kampar, Riau 28463",,BAC Jenderal Sudirman,Bangkinang,Jenderal Sudirman,,0.3393156,101.0286359,SUCCESS
243,Brain Academy,Pangkalan Kerinci - Maharaja Indra,"Jalan Maharaja Indra no 8A , RT 01 / RW 10, Kel. Pangkalan Kerinci Kota , Kec. Pangkalan Kerinci, Kab. Pelalawan, Riau 28664",,BAC Maharaja Indra,Pangkalan Kerinci,Maharaja Indra,,0.4027717,101.8579527,SUCCESS
244,Brain Academy,Perawang - KM5,"Jl.Raya Perawang Km-5, RT 02/RW 05, Kelurahan Perawang, Kecamatan Tualang, Kabupaten Siak, Riau 28772",,BAC KM5,Perawang,KM5,,0.6724808,101.6034606,SUCCESS
245,Brain Academy,Tanjung Pinang - Pamedan,"Jl. Raja Ali Haji, No.71&72, RT 05 RW 03, Kel. Tanjung Pinang Timur, Kec. Bukit Bestari, Kota Tanjung Pinang, Kepulauan Riau 29122",,BAC Pamedan,Tanjung Pinang,Pamedan,,0.910868,104.4636348,SUCCESS
246,Brain Academy,Teluk Kuantan - Beringin Taluk,"Jl. Tuanku Tambusai RT.005/RW.002 Kel. Beringin Taluk, Kec. Kuantan Tengah, Kab. Kuantan Singingi, Riau 29566",,BAC Beringin Taluk,Teluk Kuantan,Beringin Taluk,,-0.5256545,101.5676844,SUCCESS
247,Brain Academy,Lampung - Liwa,JL. Raden Intan No: 88 B RT/ RW: 001/002 LK. Suka Jadi II Kel. Way Mengaku Kec. Balik Bukit Kab. Lampung Barat Prov. Lampung 34812,,BAC Liwa,Lampung,Liwa,,-5.035728799999999,104.0813903,SUCCESS
248,Brain Academy,Lampung - Kalianda,Jl. Trans Sumatra / Jl. Jati Permai LK 10 RT/RW 01/01 Kel. Way Urang Kec. Kalianda Kab. Lampung Selatan Prov. Lampung 35551,,BAC Kalianda,Lampung,Kalianda,,-5.6956538,105.5820509,SUCCESS
249,Brain Academy,Pringsewu - Ahmad Yani,"Jl. ahmad yani no 72B dan 72C RT/RW 003/002 Kel. Pringsewu Utara, Kec. Gadingrejo, Kab. Pringsewu, Lampung 35373",,BAC Ahmad Yani,Pringsewu,Ahmad Yani,,-5.3559549,104.9763587,SUCCESS
250,Brain Academy,Cilegon - PCI,"Ruko PCI Blok E-22 No. 41 - 42, Pondok Cilegon Indah, Kedaleman, Kec. Cibeber, Kota Cilegon, Banten 42423",,BAC PCI,Cilegon,PCI,,-6.0348193,106.0805314,SUCCESS
251,Brain Academy,Majalengka - Abdul Halim,"Jl. Kh. Abdul Halim No.127, RT.011/RW.03, Majalengka Kulon, Kec. Majalengka, Kabupaten Majalengka, Jawa Barat 45418",,BAC Abdul Halim,Majalengka,Abdul Halim,,-6.833962,108.2205613,SUCCESS
252,Brain Academy,Garut - Perintis,"Komplek Pertokoan Garut Hyper Square, Jl. Perintis Kemerdekaan Kav A1, Haurpanggung, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat 44151",,BAC Perintis,Garut,Perintis,,-7.209150600000001,107.9020165,SUCCESS
253,Brain Academy,Kebumen - Kusuma,Jl. Kusuma No.99 Dukuh Kebumen Kec. Kebumen Kabupaten Kebumen Jawa Tengah 54311,,BAC Kusuma,Kebumen,Kusuma,,-7.67029,109.6612978,SUCCESS
254,Brain Academy,Temanggung - Tentara Pelajar,"Jl. Tentara Pelajar No.2A, Kemantren, Kec. Temanggung, Kabupaten Temanggung, Jawa Tengah 56212",,BAC Tentara Pelajar,Temanggung,Tentara Pelajar,,-7.3152751,110.1791162,SUCCESS
255,Brain Academy,Banyuwangi - Genteng,"Jl. Gajah Mada No.281, Dusun Krajan, Genteng Kulon, Kec. Genteng, Kabupaten Banyuwangi, Jawa Timur 68465",,BAC Genteng,Banyuwangi,Genteng,,-8.3650284,114.1445286,SUCCESS
256,Brain Academy,Bondowoso - Diponegoro,"Jl. Diponegoro RT25/RW05, Kel. Kotakulon, Kec. Bondowoso Kode Pos 68213",,BAC Diponegoro,Bondowoso,Diponegoro,,-7.9085334,113.8145245,SUCCESS
257,Brain Academy,Malang - Lawang,Jl. Dr Wahidin 19 RT : 001 RW : 004 Kel. Kalirejo Kec. Lawang Kab. Malang 65216,,BAC Lawang,Malang,Lawang,,-7.842485,112.6974715,SUCCESS
258,Brain Academy,Situbondo - Basuki Rahmat,"JL.Basuki Rahmat no.117B, Kel. Mimbaan, Kec. Panji. Kab. Situbondo , Jawa Timur, Kode Pos 68322",,BAC Basuki Rahmat,Situbondo,Basuki Rahmat,,-7.7042128,114.0114398,SUCCESS
259,Brain Academy,Ngawi - Gading,"Jl. Ahmad Yani, RT.01/RW.01, Wareng, Beran, Kec. Ngawi, Kabupaten Ngawi, Jawa Timur 63216",,BAC Gading,Ngawi,Gading,,-7.4194539,111.4419798,SUCCESS
260,Brain Academy,Jembrana - Jenderal Sudirman,"Jl. Jenderal Sudirman No. 34, Dauhwaru, Kec. Jembrana, Kabupaten Jembrana, Bali 82217",,BAC Jenderal Sudirman,Jembrana,Jenderal Sudirman,,-8.358291699999999,114.6343849,SUCCESS
261,Brain Academy,Kupang - Frans Seda,"Jalan Frans Seda No. 16 C, Fatululi, Oebobo, Kota Kupang, Nusa Tenggara Timur 85111",,BAC Frans Seda,Kupang,Frans Seda,,-10.1673145,123.6083936,SUCCESS
262,Brain Academy,Palangkaraya - RTA Milono,"Jl. RTA Milono KM 4 ruko no.200f Kel. Menteng Kec. Pahandut, Menteng, Kec. Jekan Raya, Kota Palangka Raya, Kalimantan Tengah 73113",,BAC RTA Milono,Palangkaraya,RTA Milono,,-2.2421041,113.9207471,SUCCESS
263,Brain Academy,Sangatta - Yos Sudarso,"Jl Yos Sudarso II, Kecamatan Sangatta Utara, Kelurahan Sangatta Utara, RT 15 kode pos 75683",,BAC Yos Sudarso,Sangatta,Yos Sudarso,,0.504228,117.5340054,SUCCESS
264,Brain Academy,Tarakan - Jendral Sudirman,Jalan jendral sudirman RT 04 kelurahan pamusian kecamatan Tarakan tengah,,BAC Jendral Sudirman,Tarakan,Jendral Sudirman,,3.3107102,117.5957403,SUCCESS
265,Brain Academy,Pangkep - Sultan Hasanuddin,"JI. Sultan Hasanuddin, Palampang, Kec. Pangkajene, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90614",,BAC Sultan Hasanuddin,Pangkep,Sultan Hasanuddin,,-4.8477886,119.5595918,SUCCESS
266,Brain Academy,Pinrang - Jend. Sudirman,"Jl. Jend. Sudirman, Kel. Jaya, Kec. Watang Sawitto, Kab. Pinrang",,BAC Jend. Sudirman,Pinrang,Jend. Sudirman,,-3.7959342,119.6515648,SUCCESS
267,Brain Academy,Wajo - Jend. Sudirman,"Jl. Jend Sudirman, Lapongkoda, Kec. Tempe, Kabupaten Wajo, Sulawesi Selatan 90913",,BAC Jend. Sudirman,Wajo,Jend. Sudirman,,-4.135071,120.0307108,SUCCESS
268,Brain Academy,Parepare - Mattirotasi,"Jl. Mattiro Tasi, Tiro Sompe, Kec. Bacukiki Bar., Kota Parepare, Sulawesi Selatan 91121",,BAC Mattirotasi,Parepare,Mattirotasi,,-4.0256749,119.6241838,SUCCESS
269,Brain Academy,Tana Toraja - Makale,"Jl. Tritura, Kampean, Kec. Makale, Tana Toraja",,BAC Makale,Tana Toraja,Makale,,-3.0892482,119.8484646,SUCCESS
270,Brain Academy,Luwuk Banggai - Moh. Hatta,"Jl. Dr. Moh. Hatta, Simpong, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94711",,BAC Moh. Hatta,Luwuk Banggai,Moh. Hatta,,-0.9628596,122.7907659,SUCCESS
271,Brain Academy,Bitung - Girian,"Jl. Tomohon - Tanahwangko, Kelurahan Wangurer Timur, Kota Bitung, Sulawesi Utara (epan Gereja Kharisma Dodik)",,BAC Girian,Bitung,Girian,,1.4398986,125.1351304,SUCCESS
272,Brain Academy,Gorontalo - Nani Wartabone,"Jl. Hi. Nani Wartabone, RT 02 / RW 03, Kelurahan Limba U 1.",,BAC Nani Wartabone,Gorontalo,Nani Wartabone,,0.5476152,123.0624281,SUCCESS
273,Brain Academy,Tomohon - Matani,"Jl. Raya Tomohon, Matani Tiga, Kec. Tomohon Tengah, Kota Tomohon, Sulawesi Utara.",,BAC Matani,Tomohon,Matani,,1.3174897,124.8380735,SUCCESS
274,Brain Academy,BauBau - Batara Guru,"Jl. Batara Guru, No. 70, Wajo, Kec. Murhum, Bau Bau, Sulawesi Tenggara",,BAC Batara Guru,BauBau,Batara Guru,,-5.4617884,122.6024428,SUCCESS
275,Brain Academy,Kolaka - Pramuka,"Jl. Pramuka No.42, Lamokato, Kec. Kolaka, Kabupaten Kolaka, Sulawesi Tenggara 93511",,BAC Pramuka,Kolaka,Pramuka,,-4.0566768,121.5977227,SUCCESS
276,Brain Academy,Ternate - Takoma,"Jl. Hasan Esa No.153, Takoma, Kec. Ternate Tengah, Kota Ternate, Maluku Utara 97714",,BAC Takoma,Ternate,Takoma,,0.7817115,127.3840825,SUCCESS
277,Brain Academy,Sorong - Pramuka,Jl Pramuka No 6 D Remu Utara Distrik Sorong Kota Sorong Papua Barat 98416.,,BAC Pramuka,Sorong,Pramuka,,-0.8826915999999999,131.2859518,SUCCESS
278,Brain Academy,Lebak - Rangkasbitung,"Jl. Soekarno-Hatta Jl. Bypass Rangkasbitung, Kaduagung Tim., Kec. Cibadak, Kabupaten Lebak, Banten 42357",,BAC Rangkasbitung,Lebak,Rangkasbitung,,-6.3422058,106.2392847,SUCCESS
279,Brain Academy,Bima - Gajah Mada,"Jl. Gajah Mada No.98, RT./ Rw:/RW.05, 03, Kec. Mpunda, Kab. Bima, Nusa Tenggara Bar. 84111",,BAC Gajah Mada,Bima,Gajah Mada,,-8.4605164,118.7546082,SUCCESS
280,Brain Academy,Ketapang - R. Suprapto,Jl R.Suprapto RT 024/RW08 Kelurahan Tengah Kecamatan Delta Pawan kode pos 78813,,BAC R. Suprapto,Ketapang,R. Suprapto,,-1.8427601,109.9688669,SUCCESS
281,Brain Academy,Rengat - R. Suprapto,"Jl. R Suprapto No.80, RT./RW/RW.004/009, Sekip Hulu, Kec. Rengat, Kabupaten Indragiri Hulu, Riau 29319",,BAC R. Suprapto,Rengat,R. Suprapto,,-0.3748481,102.5474924,SUCCESS
282,Brain Academy,Tembilahan - M Boya,"JL.LEDTA, Jl. M. Boya KECAMATAN, RT.004/RW.008, Tembilahan Kota, Kec. Tembilahan, Kabupaten Indragiri Hilir, Riau 29212",,BAC M Boya,Tembilahan,M Boya,,-0.3223996,103.1561235,SUCCESS
283,Brain Academy,Tanjung Balai Karimun - Batu Lipai,"RUKO TELAGA HARAPAN BLOK 3B (BATU LIPAI) JL. TELAGA HARAPAN, BARAT, RT.003/RW.002, Sungai Lakam, Kec. Karimun, Kabupaten Karimun, Kepulauan Riau 29661",,BAC Batu Lipai,Tanjung Balai Karimun,Batu Lipai,,1.0030138,103.4089865,SUCCESS
284,Brain Academy,Bengkulu - Argamakmur,Jl. Ir. Sukarno RT.02 Kali Kec. Arga Makmur Kabupaten Bengkulu Utara Bengkulu 38611,,BAC Argamakmur,Bengkulu,Argamakmur,,-3.4427966,102.1757032,SUCCESS
285,Brain Academy,Kayu Agung - Pahlawan,Jalan. H. M. Yusuf Singedekane Jua Jua Kec. Kayu Agung 30867,,BAC Pahlawan,Kayu Agung,Pahlawan,,-3.4047434,104.8254286,SUCCESS
286,Brain Academy,Merangin - Bangko,Jl. H.A Rahman Syukur Rt 019/Rw 05 Kel Pematang Kandis Kec. Bangko Kode Pos. 37314,,BAC Bangko,Merangin,Bangko,,-2.0561596,102.2802989,SUCCESS
287,Brain Academy,Toli Toli - KH. Wahid Hasyim,Jl. KH. Wahid Hasyim No.1 Kel. Baru. Kec. Baolan. Toli toli. Sulawesi Tengah 94514,,BAC KH. Wahid Hasyim,Toli Toli,KH. Wahid Hasyim,,1.0309512,120.8181307,SUCCESS
288,Brain Academy,Tanjung Pandan - Sriwijaya,"Jl. Sriwijaya, Parit, Kec. Tj. Pandan, Kabupaten Belitung, Kepulauan Bangka Belitung 33416",,BAC Sriwijaya,Tanjung Pandan,Sriwijaya,,-2.7389746,107.6363719,SUCCESS
289,Brain Academy,Trenggalek - Tugu,Ruko graha. Jl. Soekarno Hatta. Kel. Ngantru. Kec. Trenggalek. Jawa Timur 66311,,BAC Tugu,Trenggalek,Tugu,,-8.0615627,111.7074042,SUCCESS
290,Brain Academy,Tulungagung - Boyolangu,"Jl. Ki Hajar Dewantara, Krajan, Beji, Kec. Boyolangu, Kabupaten Tulungagung, Jawa Timur 66233",,BAC Boyolangu,Tulungagung,Boyolangu,,-8.088891,111.9039319,SUCCESS
291,Brain Academy,Pangkalan Bun - Pakunegara,Jl. Pakunegara No 1 Kelurahan raja Kec. Arut Selatan 74112.,,BAC Pakunegara,Pangkalan Bun,Pakunegara,,-2.6751393,111.6380031,SUCCESS
292,Brain Academy,Berau - Ramania,"Jl. Ramania No.7, Karang Ambun, Kec. Tj. Redeb, Kabupaten Berau, Kalimantan, Timur, Karang Ambun, Kec. Tj. Redeb, Kabupaten Berau, Kalimantan Timur 77315",,BAC Ramania,Berau,Ramania,,2.1503566,117.5026383,SUCCESS
293,Brain Academy,Ende - Kelimutu,"Jalan Ahmad Yani , RT.023 RW.008, Kelurahan Kelimutu, Kecamatan Ende Tengah, Kabupaten Ende. Kode pos 86319",,BAC Kelimutu,Ende,Kelimutu,,-8.8482452,121.6574098,SUCCESS
294,Brain Academy,Bulukumba - Jend. Sudirman,"Jl. Jend Sudirman, Terang-terang, Kec. Ujung Bulu, Kabupaten Bulukumba, Sulawesi Selatan 92511",,BAC Jend. Sudirman,Bulukumba,Jend. Sudirman,,-5.5552326,120.1967462,SUCCESS
295,Brain Academy,Baturaja - Ahmad Yani,Jl. Jend. Ahmad Yani No 42 RT 43 Kemalaraja. Baturaja Timur Ogan Komering Ulu. Sumatera Selatan 32121,,BAC Ahmad Yani,Baturaja,Ahmad Yani,,-4.1253807,104.1728605,SUCCESS
