No,Academy Ruangguru,Name,Address,,Unique Name,First Name,End Name,Tutor,Latitude,Longitude,Geocoding Status
296,Brain Academy,Bagan Batu - Simpang Pujud,"Jl. Lintas Km 6 Blok B72, Bahtera Makmur, Kec. Bagan Sinembah, Kabupaten Rokan Hilir, Riau 28992",,BAC Simpang Pujud,Bagan Batu,Simpang Pujud,,1.6994865,100.5708633,SUCCESS
297,Brain Academy,Selong - Ahmad Dahlan,Jl. KH Ahmad Dahlan No. 32 Pancor. Selong Lombok Timur. Nusa Tenggara Barat 83611,,BAC Ahmad Dahlan,Selong,Ahmad Dahlan,,-8.6476769,116.5218168,SUCCESS
298,Brain Academy,Kudus - Dersalam,JL. Jenderal Sudirman No 470 Dersalam. Bae Kudus. Jawa Tengah. 59321,,BAC Dersalam,Kudus,Dersalam,,-6.8040314,110.8673675,SUCCESS
299,Brain Academy,Lumajang - Tompokersan,"Jl. Brigjen Slamet Riyadi RT 07 RW 04, TOMPOKERSAN, LUMAJANG. LUMAJANG. JAWA TIMUR 67311",,BAC Tompokersan,Lumajang,Tompokersan,,-8.1234499,113.2168137,SUCCESS
300,Brain Academy,Bandar Lampung - Way Halim,"Jl. Sultan Agung No. 28 II C, Way Halim Permai. Way Halim, Bandar Lampung. Lampung 35135",,BAC Way Halim,Bandar Lampung,Way Halim,,-5.382956999999999,105.2800559,SUCCESS
301,Brain Academy,Atambua - Proklamasi,Jl. Proklamasi 015/005 Bardao. Atambua Barat. Atambua/Belu NTT 85715,,BAC Proklamasi,Atambua,Proklamasi,,-9.1052575,124.8937161,SUCCESS
302,Brain Academy,Depok - Sawangan,Jalan Raya Muchtar No. 8 dan No. 9. Sawangan Baru. Sawangan. Depok 16511,,BAC Sawangan,Depok,Sawangan,,-6.3998222,106.7659257,SUCCESS
303,Brain Academy,Indramayu - Sudirman,"Jl. Jend. Sudirman No. 176 02/11, Lemahmekar. Indramayu, Indramayu. Jawa Barat 45212",,BAC Sudirman,Indramayu,Sudirman,,-6.3380755,108.3370062,SUCCESS
304,Brain Academy,Yogyakarta - Taman Siswa,"Kirana Lowanu Residence, Ruko No.07 Kav 06, RT.: 001/RW.:01, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",,BAC Taman Siswa,Yogyakarta,Taman Siswa,,-7.821418,110.3772076,SUCCESS
305,Brain Academy,Karangasem - Ahmad Yani,"Jl. Ahmad Yani No. 14. Subagan, Karangasem. Karangasem. Bali 70813",,BAC Ahmad Yani,Karangasem,Ahmad Yani,,-8.455931999999999,115.6014452,SUCCESS
306,Brain Academy,Karanganyar - Tegalgede,"Jl. Citarum No 1. Donomulyo RT 01 / RW 04 - Tegalgedhe Karanganyar. Karanganyar, Jawa Tengah 57714",,BAC Tegalgede,Karanganyar,Tegalgede,,-7.6005603,110.9598421,SUCCESS
307,Brain Academy,Kendal - Rakese,Jl. Raya Kendal - Semarang No. 283. Pegulon. Kota Kendal. Kendal. Jawa Tengah 51313,,BAC Rakese,Kendal,Rakese,,-6.9207315,110.2022532,SUCCESS
308,Brain Academy,Praya - Jenderal Sudirman,"Jl. Jenderal Sudirman, Pertokoan no. C3-C4. Prapen. Praya. Lombok Tengah. Nusa Tenggara barat 83511",,BAC Jenderal Sudirman,Praya,Jenderal Sudirman,,-8.7090606,116.2754973,SUCCESS
309,Brain Academy,Parigi Moutong - Trans Sulawesi,Jl. Trans Sulawesi 07/04. Kampal. Parigi. Parigi Moutong. Sulawesi Tengah 94471,,BAC Trans Sulawesi,Parigi Moutong,Trans Sulawesi,,-0.8011845,120.166245,SUCCESS
310,Brain Academy,Bengkulu - Kepahiang,Jl. Santoso Pasar Kepahiang 009/003. Pensiunan. Kepahiang. Kepahiang. Bengkulu 39172,,BAC Kepahiang,Bengkulu,Kepahiang,,-3.6269163,102.5573035,SUCCESS
311,Brain Academy,Jambi - Sarolangun,Jl. Lintas Sumatera18/00. Dusun Sarolangun. Sarolangun. Sarolangun. Jambi 37481,,BAC Sarolangun,Jambi,Sarolangun,,-2.3065445,102.728552,SUCCESS
312,Brain Academy,Banda Aceh - Merduati,Jl Prof A Majid Ibrahim. Merduati. Kuta Raja. Banda Aceh. Aceh 23116,,BAC Merduati,Banda Aceh,Merduati,,5.552391999999999,95.31460679999999,SUCCESS
313,Brain Academy,Cikarang - Jababeka,"Hollywood Plaza No. 23 & 25, Jalan. H. Usmar Ismail. Mekarmukti. Cikarang Utara. Bekasi. Jawa Barat 17534",,BAC Jababeka,Cikarang,Jababeka,,-6.2940553,107.1709331,SUCCESS
314,Brain Academy,Pasuruan - Bangil,Jl. Salem No. 99 rt/rw 06/01. Gempeng. Bangil. Kabupaten Pasuruan. Jawa Timur 67153,,BAC Bangil,Pasuruan,Bangil,,-7.5934278,112.7922132,SUCCESS
315,Brain Academy,Sigli - A Majid Ibrahim,Jl A Majid Ibrahim No 1-2 A. Gampong Paya. Pidie. Pidie. Aceh 24164,,BAC A Majid Ibrahim,Sigli,A Majid Ibrahim,,5.3735686,95.958299,SUCCESS
316,Brain Academy,Bojonegoro - Padangan,Jl Raya Kartini No 28. Kalangan. Padangan. Bojonegoro. Jawa Timur 62162,,BAC Padangan,Bojonegoro,Padangan,,-7.156037599999999,111.6165165,SUCCESS
317,Brain Academy,Magelang - Muntilan,"Ruko Munsen Kav. B9 B9 & B10, Jl. Tambakan. Tamanagung. Muntilan. Magelang. Jawa Tengah 56413",,BAC Muntilan,Magelang,Muntilan,,-7.5800084,110.2851351,SUCCESS
318,Brain Academy,Langkat - Stabat,Jl. Proklamasi. Kwala Bingai. Stabat. Langkat. Sumatera Utara 20811,,BAC Stabat,Langkat,Stabat,,3.7329384,98.4340269,SUCCESS
319,Brain Academy,Kroya - Jenderal Sudirman,Jl Jenderal Sudirman No.72 RT 010/ RW 06. Kroya. Kroya. Cilacap. Jawa Tengah 53282,,BAC Jenderal Sudirman,Kroya,Jenderal Sudirman,,-7.632152499999999,109.2442505,SUCCESS
320,Brain Academy,Pasir Pengaraian - Tuanku Tambusai,Jl. Tuanku Tambusai No 88 RT/RW : 001/006. Pematang Berangan. Rambah. Rokan Hulu. Riau 28560,,BAC Tuanku Tambusai,Pasir Pengaraian,Tuanku Tambusai,,0.8751652999999999,100.2915331,SUCCESS
321,Brain Academy,Sampit - D.I Panjaitan,Jl. D.I Panjaitan no 28. Mentawa Baru Hulu. Mentawa hulu/Ketapang. Kotawaringin Timur. Kalimantan Tengah 74322,,BAC D.I Panjaitan,Sampit,D.I Panjaitan,,-2.5565267,112.9618092,SUCCESS
322,Brain Academy,Painan - Pagaruyung,Jl. Pagaruyung I Utara. Painan Utara. IV Jurai. Pesisir Selatan. Sumatera Barat 25651,,BAC Pagaruyung,Painan,Pagaruyung,,-1.341459,100.5797939,SUCCESS
323,Brain Academy,Bangkalan - Soekarno Hatta,Jl. Soekarno Hatta 18 001/003. Mlajah. Bangkalan. Kabupaten Bangkalan. Jawa Timur 69116,,BAC Soekarno Hatta,Bangkalan,Soekarno Hatta,,-7.047021900000001,112.7351375,SUCCESS
324,Brain Academy,Tanjung Balai - Jenderal Sudirman,Jl. Jenderal Sudirman no. 51 A. Tanjung Balai Kota 1. Tanjung Balai Selatan. Tanjung Balai. Sumatera Utara 21311,,BAC Jenderal Sudirman,Tanjung Balai,Jenderal Sudirman,,2.9606622,99.80159139999999,SUCCESS
325,Brain Academy,Meulaboh - Johan Pahlawan,Jl. Manek Roo No 9. Drien Rampak. Johan Pahlawan. Aceh Barat. Aceh 23611,,BAC Johan Pahlawan,Meulaboh,Johan Pahlawan,,4.1553795,96.1285101,SUCCESS
326,Brain Academy,Rembang - RA Kartini,Jl. RA Kartini No. 14. Kutoharjo. Rembang. Rembang. Jawa Tengah 59215,,BAC RA Kartini,Rembang,RA Kartini,,-6.706103,111.3420011,SUCCESS
327,Brain Academy,Takengon - Lebe Kader,Jl. Lebe Kader. Blang Kolak I. Bebesen. Aceh Tengah. Aceh 24519,,BAC Lebe Kader,Takengon,Lebe Kader,,4.627712,96.8448689,SUCCESS
328,Brain Academy,Banjar - Didi Kartasasmita,Jl. Mayjen Didi Kartasasmita No. 12 B 03/ 06. Banjar. Banjar. Jawa Barat 46311,,BAC Didi Kartasasmita,Banjar,Didi Kartasasmita,,-7.367464000000001,108.5343107,SUCCESS
329,Brain Academy,Kendari - Malaka Square,JL. Malaka komplek ruko Square No.3. Andounohu. Poasia. Kendari. Sulawesi Tenggara 93231,,BAC Malaka Square,Kendari,Malaka Square,,-3.9948836,122.5334712,SUCCESS
330,Brain Academy,Gombong - Puring,Jl. Puring RT 01/ RW 05. Wonokriyo. Gombong. Kebumen. Jawa Tengah 54411,,BAC Puring,Gombong,Puring,,-7.6119808,109.5094983,SUCCESS
331,Brain Academy,Badung - Kapal,Jl. Raya Kapal No.38. Kapal. Mengwi. Badung. Bali 80351,,BAC Kapal,Badung,Kapal,,-8.5772002,115.1807118,SUCCESS
332,Brain Academy,Pandan - Nauli,Jl. Sibolga Padangsidempuan. Sibuluan Indah. Pandan. Kabupaten Tapanuli Tengah. Sumatra Utara 22611,,BAC Nauli,Pandan,Nauli,,1.6946438,98.8202499,SUCCESS
333,Brain Academy,Raha - Gatot Subroto,Jl. Gatot Subroto no. 10. Wamponiki. Katobu. Raha / Kabupaten Muna. Sulawesi Tenggara 93614,,BAC Gatot Subroto,Raha,Gatot Subroto,,-4.8273994,122.7252011,SUCCESS
334,Brain Academy,Sidikalang - FL Tobing,Jln. FL Tobing No.155. Batang Beruh. Sidikalang. Kabupaten Dairi. Sumatera Utara 22212,,BAC FL Tobing,Sidikalang,FL Tobing,,2.745626,98.31481269999999,SUCCESS
335,Brain Academy,Solok - Pandan,Jl. Prof. Dr. Moh. Yamin SH No 83C RT/RW : 002/001. Ps. Pandan Air Mati. Tanjung Harapan. Kota Solok. Sumatera Barat 27317,,BAC Pandan,Solok,Pandan,,-0.7887809,100.6625911,SUCCESS
336,Brain Academy,Jombang - Mojoagung,Jl. Raya Gambiran No.92 RT/RW 003/002. Gambiran. Mojoagung. Jombang. Jawa Timur 61482,,BAC Mojoagung,Jombang,Mojoagung,,-7.570301199999999,112.3410383,SUCCESS
337,Brain Academy,Mojokerto - Letkol Sumarjo,Jl. Letkol Sumarjo No. 55 RT/RW : 003/001. Purwotengah. Kranggan. Kota Mojokerto. Jawa Timur 61311,,BAC Letkol Sumarjo,Mojokerto,Letkol Sumarjo,,-7.4631378,112.4354369,SUCCESS
338,Brain Academy,Batang - Pemuda,Jl. Pemuda No. 10. Kauman. Batang. Kabupaten Batang. Jawa Tengah 51216,,BAC Pemuda,Batang,Pemuda,,-6.9207902,109.7272159,SUCCESS
339,Brain Academy,Madiun - Caruban,Jl. Diponegoro 1 RT 09. RW.03. Bangunsari. Mejayan. Kabupaten Madiun. Jawa Timur 63153,,BAC Caruban,Madiun,Caruban,,-7.542264500000001,111.658758,SUCCESS
340,Brain Academy,Brebes - Sultan Agung,Jl. Sultan Agung RT/RW : 01/03. Kauman. Brebes. Kab. Brebes. Jawa Tengah 52212,,BAC Sultan Agung,Brebes,Sultan Agung,,-6.8766171,109.0392158,SUCCESS
341,Brain Academy,Pacitan - Baleharjo,Jl. K. Umar no. 14 RT/RW 002/002. Baleharjo. Pacitan. Pacitan. Jawa Timur 63511,,BAC Baleharjo,Pacitan,Baleharjo,,-8.19657,111.1037741,SUCCESS
342,Brain Academy,Jakarta Selatan - Blok M,"Jl. Panglima Polim No.77A, RT.1/RW.7, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160",,BAC Blok M,Jakarta Selatan,Blok M,"Dinda Fariesta Nugraha
Risang Priyo Wijoyo
Raissa Zhafira Sulaeman
Ekawati Sudjono
Tsabitha Afnan Putri Wahyudhi
Hilmy Bravianto
Mokhammad Ardafillah",-6.251158999999999,106.797664,SUCCESS
343,Brain Academy,Jakarta Utara - Kelapa Gading Plus,"Jl. Boulevard Artha Gading No.11 Blok B, RT.18/RW.8, West Kelapa Gading, Kelapa Gading, North Jakarta City",,BAC Kelapa Gading Plus,Jakarta Utara,Kelapa Gading,"Syifa Syauqina
Samantha Meliora
Muhammad Asadullah Al Ghozi
Nathania Miranda Hulu
Chiessa Vianita",-6.1460062,106.8932903,SUCCESS
344,Brain Academy,Jakarta Barat - Mall Taman Anggrek,"Jl. Letjen S. Parman No.Kav 21, RT.12/RW.1, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",,BAC Mall Taman Anggrek,Jakarta Barat,Mall Taman Anggrek,,-6.1784089,106.7956829,SUCCESS
345,Brain Academy,Karawang - Resinda Park Mall,"Resinda Park Mall, Jl. Resinda Raya No.2, Purwadana, Kec. Karawang Bar., Karawang, Jawa Barat 41361",,BAC Resinda Park Mall,Karawang,Resinda Park Mall,,-6.3013568,107.2780537,SUCCESS
346,Brain Academy,Cimahi - Amir Machmud Plus,"Jl. Amir Machmud RT 04 RW 02, Cimahi, Cimahi Tengah, Kota Cimahi, Jawa Barat, 40525",,BAC Amir Machmud Plus,Cimahi,Amir Machmud Plus,,-6.8764736,107.5467896,SUCCESS
347,Brain Academy,Cianjur - Pangeran Hidayatullah,"Jl. Pangeran Hidayatullah No. 10 C, RT.02/RW.05, Sawah Gede, Kec, Kabupaten Cianjur, Jawa Barat 43212",,BAC Pangeran Hidayatullah,Cianjur,Pangeran Hidayatullah,,-6.826503,107.134915,SUCCESS
348,Brain Academy,Solo - Letjen Sutoyo,"Jl. Letjen Sutoyo No 22A, Kel. Nusukan, Kec. Banjarsari, Surakarta, Jawa Tengah 57135",,BAC Letjen Sutoyo,Solo,Letjen Sutoyo,,-7.549249599999999,110.8302881,SUCCESS
349,Brain Academy,Banjarmasin - Taman Kamboja,Jl. Anang Adenansi No. 2 (sebelah Klinik Grand Eye) RT 001/RW 01 Kel. Teluk Dalam Kec. Banjarmasin Tengah Kota Banjarmasin Prov. Kalimantan Selatan 70231,,BAC Taman Kamboja,Banjarmasin,Taman Kamboja,,-3.3200778,114.5871623,SUCCESS
350,Brain Academy,Cirebon - Dr. Cipto Mangunkusumo,Jl DR Cipto Mk No 14 A RT 002 RW 006 Pekiringan Kesambi Kota Cirebon Jawa Barat 45131,,BAC Dr. Cipto Mangunkusumo,Cirebon,Dr. Cipto Mangunkusumo,,-6.7271943,108.5489853,SUCCESS
351,Brain Academy,Pasangkayu - Ir. Soekarno,Jl. Ir. Soekarno RT 00/RW 00 Kel. Pasangkayu Kec. Pasangkayu Kab. Pasangkayu Prov. Sulawesi Barat 91571,,BAC Ir. Soekarno,Pasangkayu,Ir. Soekarno,,-1.1870462,119.3430315,SUCCESS
352,Brain Academy,Sukabumi - Cibadak,Jl. Perintis Kemerdekaan No. 2 Ruko A RT 001/RW 024 Kel. Sekarwangi Kec. Cibadak Kab. Sukabumi Prov. Jawa Barat 43351,,BAC Cibadak,Sukabumi,Cibadak,,-6.901351399999999,106.7770598,SUCCESS
353,Brain Academy,Tangerang - Cipondoh,Jl. KH Hasyim Ashari RT 003/RW 01 Kel. Poris Plawad Utara Kec. Cipondoh Kota Tangerang Prov. Banten 15141,,BAC Cipondoh,Tangerang,Cipondoh,,-6.1878403,106.6624579,SUCCESS
354,Brain Academy,Yogyakarta - Kaliurang KM 10,Jl. Kaliurang Km 10 Rejosari RT 07/RW 43 Kel. Sardonoharjo Kec. Ngaglik Kab. Sleman Prov. DI Yogyakarta 55581,,BAC Kaliurang KM 10,Yogyakarta,Kaliurang KM 10,,-7.7233103,110.4019288,SUCCESS
355,Brain Academy,Tasikmalaya - Ciawi,Jl. Pelita RT 004/RW 005 Kel. Pakemitan Kec. Ciawi Kab. Tasikmalaya Prov. Jawa Barat 46156,,BAC Ciawi,Tasikmalaya,Ciawi,,-7.155462500000001,108.1532436,SUCCESS
356,English Academy,Badung - Kapal,"Jl. Raya Kapal No.38, Kapal, Kec. Mengwi, Kabupaten Badung, Bali 80351",,EAC Kapal,Badung,Kapal,,-8.5772002,115.1807118,SUCCESS
357,English Academy,Bagan Batu - Simpang Pujud,"Jl. Lintas Sumatera No.Km 6 Blok B72, Bahtera Makmur, Kec. Bagan Sinembah, Kabupaten Rokan Hilir, Riau 28992",,EAC Simpang Pujud,Bagan Batu,Simpang Pujud,,1.6994865,100.5708633,SUCCESS
358,English Academy,Balikpapan - Jendral Sudirman,"Komplek Ruko Bandar, Jl. Jenderal Sudirman Blok B No. 3 & 33, Klandasan Ulu, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76112",,EAC Jendral Sudirman,Balikpapan,Jendral Sudirman,,-1.2772969,116.8359196,SUCCESS
359,English Academy,Balikpapan - MT Haryono,"Jl. MT Haryono No.4 RT 60, Damai, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76114",,EAC MT Haryono,Balikpapan,MT Haryono,,-1.2578419,116.867629,SUCCESS
360,English Academy,Banda Aceh - Jambo Tape,"Jl. Syiah Kuala No.11, RW.12, Banda Baru, Kec. Kuta Alam, Kota Banda Aceh, Aceh 23126",,EAC Jambo Tape,Banda Aceh,Jambo Tape,,5.561347899999999,95.330142,SUCCESS
361,English Academy,Banda Aceh - Teuku Nyak Arief,"Jl. Teuku Nyak Arief No.1, RW.2, Lamgugob, Kec. Syiah Kuala, Kota Banda Aceh, Aceh 23115",,EAC Teuku Nyak Arief,Banda Aceh,Teuku Nyak Arief,,5.5794296,95.35378159999999,SUCCESS
362,English Academy,Bandar Lampung - Gajah Mada,"Jl. Gajah Mada No.76E, Kota Baru, Kec. Tanjungkarang Timur, Kota Bandar Lampung, Lampung 35128",,EAC Gajah Mada,Bandar Lampung,Gajah Mada,,-5.414834099999999,105.2667644,SUCCESS
363,English Academy,Bandar Lampung - Sumur Batu,"Jl. Diponegoro No.129, Sumur Batu, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35214",,EAC Sumur Batu,Bandar Lampung,Sumur Batu,,-5.4372438,105.2653721,SUCCESS
364,English Academy,Bandung - Antapani,"Jl. Terusan Jakarta No.30, Babakan Surabaya, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40281",,EAC Antapani,Bandung,Antapani,,-6.9130262,107.6485889,SUCCESS
365,English Academy,Bandung - Baleendah,"Jl. Raya Banjaran Barat, RT.001/RW.011, Andir, Kec. Baleendah, Kabupaten Bandung, Jawa Barat 40375",,EAC Baleendah,Bandung,Baleendah,,-7.0101716,107.6109763,SUCCESS
366,English Academy,Bandung - Bengawan,"Jl. Bengawan no.65, Kelurahan Cihapit, Kecamatan Bandung Wetan, Kota Bandung, Jawa Barat 40114",,EAC Bengawan,Bandung,Bengawan,,-6.909747899999999,107.6279286,SUCCESS
367,English Academy,Bandung - Buahbatu,"Jl. Buah Batu No.50, Cijagra, Kec. Lengkong, Kota Bandung, Jawa Barat 40262",,EAC Buahbatu,Bandung,Buahbatu,,-6.932407299999999,107.6181089,SUCCESS
368,English Academy,Bandung - Kopo,"Jl. Terusan Kopo Ruko No.366 B, Margahayu Sel., Kec. Margahayu, Kabupaten Bandung, Jawa Barat 40226",,EAC Kopo,Bandung,Kopo,,-6.9758204,107.5651397,SUCCESS
369,English Academy,Bandung - MTC,"Metro Indah Mall, Komplek Metro Trade Centre, Jl. Soekarno-Hatta blok No.D25, Sekejati, Kec. Buahbatu, Kota Bandung, Jawa Barat 40286",,EAC MTC,Bandung,MTC,,-6.9430841,107.6596903,SUCCESS
370,English Academy,Bandung - Pajajaran,"Jl. Abdul Rahman Saleh No.50, Husen Sastranegara, Kec. Cicendo, Kota Bandung, Jawa Barat 40174",,EAC Pajajaran,Bandung,Pajajaran,,-6.907467599999999,107.5825306,SUCCESS
371,English Academy,Bandung - Setiabudi,"Jl. Dr. Setiabudi.146a, RT.000/RW00, Hegarmanah, Kec. Cidadap, Hegarmanah, Kota, Kota Bandung, Jawa Barat 40141",,EAC Setiabudi,Bandung,Setiabudi,,-6.874301,107.596338,SUCCESS
372,English Academy,Banjar - Didi Kartasasmita,"Jl. Mayjen Didi Kartasasmita, Banjar, Kec. Banjar, Kota Banjar, Jawa Barat 46311",,EAC Didi Kartasasmita,Banjar,Didi Kartasasmita,,-7.3648096,108.5346702,SUCCESS
373,English Academy,Banjarbaru - Ahmad Yani,"Jl. A. Yani No.KM 32, RW.5, Guntung Payung, Kec. Landasan Ulin, Kota Banjar Baru, Kalimantan Selatan 70721",,EAC Ahmad Yani,Banjarbaru,Ahmad Yani,,-3.446462,114.8080748,SUCCESS
374,English Academy,Banjarmasin - Gatot Subroto,"Jl. Gatot Subroto No.41, Kebun Bunga, Kec. Banjarmasin Tim., Kota Banjarmasin, Kalimantan Selatan 70235",,EAC Gatot Subroto,Banjarmasin,Gatot Subroto,,-3.329498,114.6164285,SUCCESS
375,English Academy,Banjarmasin - Hasan Bashri,"Jl. Brigjend H. Hasan Basri No.1, Pangeran, Kec. Banjarmasin Utara, Kota Banjarmasin, Kalimantan Selatan 70124",,EAC Hasan Bashri,Banjarmasin,Hasan Bashri,,-3.2795687,114.5879555,SUCCESS
376,English Academy,Banjarmasin - Taman Kamboja,"sebelah Klinik Grand Eye, Jl. Anang Adenansi No.2, RT.001/RW.01, Tlk. Dalam, Kec. Banjarmasin Tengah, Kota Banjarmasin, Kalimantan Selatan 70124",,EAC Taman Kamboja,Banjarmasin,Taman Kamboja,,-3.3200778,114.5871623,SUCCESS
377,English Academy,Banyuwangi - Brawijaya,"Jl. Brawijaya, Lingkungan Jl. Watu Ulo No.35A, Lingkungan Watu Ulo R, Mojopanggung, Kec. Giri, Kabupaten Banyuwangi, Jawa Timur 68417",,EAC Brawijaya,Banyuwangi,Brawijaya,,-8.220011399999999,114.348222,SUCCESS
378,English Academy,Batam - Batam Center,"Kec, Graphika Commercial Park, Jl. Bakal No.3 Blok A, Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444",,EAC Batam Center,Batam,Batam Center,,1.1117609,104.0351942,SUCCESS
379,English Academy,Batu - Agus Salim,"Jl. Agus Salim No.141, Temas, Kec. Batu, Kota Batu, Jawa Timur 65315",,EAC Agus Salim,Batu,Agus Salim,,-7.8825699,112.5296886,SUCCESS
380,English Academy,BauBau - Batara Guru,"Jl. Batara Guru No.70, Nganganaumala, Kec. Batu Poaro, Kota Bau-Bau, Sulawesi Tenggara 93717",,EAC Batara Guru,BauBau,Batara Guru,,-5.4617884,122.6024428,SUCCESS
381,English Academy,Bekasi - Bintara,"Jl. Puri Bintara Regency No.Blok S, RT.020/RW.002, Bintara, Kec. Bekasi Bar., Kota Bks, Jawa Barat 17134",,EAC Bintara,Bekasi,Bintara,,-6.2306075,106.9520424,SUCCESS
382,English Academy,Bekasi - Cibubur,"RT.001/RW.003, Jatikarya, Jatisampurna, Bekasi, West Java 17435",,EAC Cibubur,Bekasi,Cibubur,,-6.378555599999999,106.9159398,SUCCESS
383,English Academy,Bekasi - Galaxy,"Jalan Pulo Ribung Raya, Blok AR.1 No.7, RT.001/RW.019, Jaka Setia, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17147",,EAC Galaxy,Bekasi,Galaxy,,-6.267395,106.9694878,SUCCESS
384,English Academy,Bekasi - Grand Wisata,"Jl. Celebration Boulevard Jl. Grand Wisata No.23 Ruko AA-10 No.22, Lambangsari, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510",,EAC Grand Wisata,Bekasi,Grand Wisata,,-6.2813627,107.042613,SUCCESS
385,English Academy,Bekasi - Harapan Indah,"Jl. Boulevard Hijau Raya Blok B6 No 20, RT.007/RW.009, Pejuang, Kecamatan Medan Satria, Kota Bks, Jawa Barat 17131",,EAC Harapan Indah,Bekasi,Harapan Indah,,-6.184850399999999,106.9837237,SUCCESS
386,English Academy,Bekasi - Jatiasih,"Jl. Raya Jatiasih Ruko, RT.010/RW.003, Jatirasa, Kec. Jatiasih, Kota Bks, Jawa Barat 17423",,EAC Jatiasih,Bekasi,Jatiasih,,-6.2947259,106.9653232,SUCCESS
387,English Academy,Bekasi - Summarecon,"Summarecon, Jl. Bulevar Selatan No.07 Blok UA7, RT.004/RW.011, Marga Mulya, Bekasi Utara, Bekasi, West Java 17142",,EAC Summarecon,Bekasi,Summarecon,,-6.2291737,106.9996013,SUCCESS
388,English Academy,Bekasi - Tambun,"Komplek Ruko Tambun City, Jl. Sultan Hasanudin No.263 265, RW.Keluarahan, Tambun, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510",,EAC Tambun,Bekasi,Tambun,,-6.2640354,107.0731836,SUCCESS
389,English Academy,Bengkulu - Argamakmur,"Jl. Ir. Sukarno No.RT.02, Kali, Kec. Arga Makmur, Kabupaten Bengkulu Utara, Bengkulu 38611",,EAC Argamakmur,Bengkulu,Argamakmur,,-3.4427966,102.1757032,SUCCESS
390,English Academy,Bengkulu - Manna,"Jl. Jenderal Ahmad Yani No.46, RT.06, Ibul, Kec. Kota Manna, Kabupaten Bengkulu Selatan, Bengkulu 38511",,EAC Manna,Bengkulu,Manna,,-4.460936,102.9184028,SUCCESS
391,English Academy,Bengkulu - S. Parman,"Jl. S. Parman 6 No.94, Padang Jati, Kec. Ratu Samban, Kota Bengkulu, Bengkulu 38223",,EAC S. Parman,Bengkulu,S. Parman,,-3.8006354,102.2735809,SUCCESS
392,English Academy,Berau - Durian,"Jl. Durian III No.060, RT.013, Tj. Redeb, Kec. Tj. Redeb, Kabupaten Berau, Kalimantan Timur 77311, Tj. Redeb, Kec. Tj. Redeb, Kabupaten Berau, Kalimantan Timur 77315",,EAC Durian,Berau,Durian,,2.147662,117.4907734,SUCCESS
393,English Academy,Berau - Ramania,"Jl. Ramania No.7, Karang Ambun, Kec. Tj. Redeb, Kabupaten Berau, Kalimantan, Timur, Karang Ambun, Kec. Tj. Redeb, Kabupaten Berau, Kalimantan Timur 77315",,EAC Ramania,Berau,Ramania,,2.1503566,117.5026383,SUCCESS
394,English Academy,Bima - Gajah Mada,"l. Gajah Mada No.98, RT./ Rw:/RW.05, 03, Kec. Mpunda, Kab. Bima, Nusa, Tenggara Bar. 84111, Penatoi, Kec. Mpunda, Kab. Bima, Nusa Tenggara Bar. 84111",,EAC Gajah Mada,Bima,Gajah Mada,,-8.4605164,118.7546082,SUCCESS
395,English Academy,Bitung - Girian,"Jl. Wolter Monginsidi, RT.003/RW.03, Wangurer Bar., Kec. Girian, Kota Bitung, Sulawesi Utara 95543",,EAC Girian,Bitung,Girian,,1.4399853,125.131867,SUCCESS
396,English Academy,Blitar - Bung Karno,"Jl. Kalimantan No.18 A & 18 B, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",,EAC Bung Karno,Blitar,Bung Karno,,-8.103933,112.181015,SUCCESS
397,English Academy,Bogor - Air Mancur,"Jl. Jend. Sudirman No.52, RT.01/RW.03, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16129",,EAC Air Mancur,Bogor,Air Mancur,,-6.582089799999999,106.7969705,SUCCESS
398,English Academy,Bogor - Kota Wisata,"Jl. Raya Kota Wisata Ruko Oregon No.TCR 31, Ciangsana, Kec. Gn. Putri, Kabupaten Bogor, Jawa Barat 16968",,EAC Kota Wisata,Bogor,Kota Wisata,,-6.351954099999999,106.9642907,SUCCESS
399,English Academy,Bogor - Metland Cileungsi,"Ruko, Jl. Kota Taman Metropolitan PTM 1 No.17B, Cileungsi, Kec. Cileungsi, Kabupaten Bogor, Jawa Barat 16820",,EAC Metland Cileungsi,Bogor,Metland Cileungsi,,-6.3978656,106.9726627,SUCCESS
